,domain,availability
796,.basketball,"HTTPConnectionPool(host='www.example.basketball', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9491128>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
797,.surgery,"HTTPConnectionPool(host='www.example.surgery', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94918D0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
798,.tiffany,"HTTPConnectionPool(host='www.example.tiffany', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94A10B8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
799,.nadex,"HTTPConnectionPool(host='www.example.nadex', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94A1860>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
800,.domains,"HTTPConnectionPool(host='www.example.domains', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94AE048>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
801,.jm,"HTTPConnectionPool(host='www.example.jm', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94AE7F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
802,.gent,"HTTPConnectionPool(host='www.example.gent', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94AEF98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
803,.नेट,"HTTPConnectionPool(host='www.example.xn--c2br7g', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94BF780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
804,.swiss,"HTTPConnectionPool(host='www.example.swiss', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94BFF28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
805,.car,"HTTPConnectionPool(host='www.example.car', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94CA710>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
806,.商标,"HTTPConnectionPool(host='www.example.xn--czr694b', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94CAEB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
807,.aquarelle,"HTTPConnectionPool(host='www.example.aquarelle', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94DD6A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
808,.cloud,"HTTPConnectionPool(host='www.example.cloud', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94DDE48>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
809,.संगठन,"HTTPConnectionPool(host='www.example.xn--i1b6b1a6a2e', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94ED630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
810,.claims,"HTTPConnectionPool(host='www.example.claims', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94EDDD8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
811,.skype,"HTTPConnectionPool(host='www.example.skype', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94FB5C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
812,.guide,"HTTPConnectionPool(host='www.example.guide', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C94FBD68>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
813,.house,"HTTPConnectionPool(host='www.example.house', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9506550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
814,.fish,"HTTPConnectionPool(host='www.example.fish', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9506CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
815,.site,"HTTPConnectionPool(host='www.example.site', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C95154E0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
816,.seat,"HTTPConnectionPool(host='www.example.seat', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9515C88>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
817,.diy,"HTTPConnectionPool(host='www.example.diy', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9525470>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
818,.дети,"HTTPConnectionPool(host='www.example.xn--d1acj3b', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9525C18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
819,.cba,"HTTPConnectionPool(host='www.example.cba', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9532400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
820,.bar,"HTTPConnectionPool(host='www.example.bar', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9532BA8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
821,.review,"HTTPConnectionPool(host='www.example.review', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9540390>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
822,.ee,True
823,.gucci,"HTTPConnectionPool(host='www.example.gucci', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C941D128>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
824,.ly,True
825,.닷넷,"HTTPConnectionPool(host='www.example.xn--t60b56a', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C9540978>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
826,.mk,"HTTPConnectionPool(host='www.example.mk', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C954A668>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
827,.cam,"HTTPConnectionPool(host='www.example.cam', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C955D0F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
828,.td,"HTTPConnectionPool(host='www.example.td', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C955D898>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
829,.bond,"HTTPConnectionPool(host='www.example.bond', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C956D080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
830,.tv,True
831,.البحرين,"HTTPConnectionPool(host='www.example.xn--mgbcpq6gpa1a', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C955DEB8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
832,.social,"HTTPConnectionPool(host='www.example.social', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA5470F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
833,.ad,"HTTPConnectionPool(host='www.example.ad', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA547898>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
834,.ladbrokes,"HTTPConnectionPool(host='www.example.ladbrokes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA555080>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
835,.hughes,"HTTPConnectionPool(host='www.example.hughes', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA5557F0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
836,.yoga,"HTTPConnectionPool(host='www.example.yoga', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA555F98>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
837,.voto,"HTTPConnectionPool(host='www.example.voto', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA563780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
838,.ai,True
839,.abc,"HTTPConnectionPool(host='www.example.abc', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189C956DCC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
840,.vermögensberater,"HTTPConnectionPool(host='www.example.xn--vermgensberater-ctb', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA573CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
841,.คอม,"HTTPConnectionPool(host='www.example.xn--42c2d9a', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA57EE10>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
842,.taxi,"HTTPConnectionPool(host='www.example.taxi', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA58C630>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
843,.gdn,"HTTPConnectionPool(host='www.example.gdn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA58CB38>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
844,.support,"HTTPConnectionPool(host='www.example.support', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA59A320>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
845,.joburg,"HTTPConnectionPool(host='www.example.joburg', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA59AAC8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
846,.poker,"HTTPConnectionPool(host='www.example.poker', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA5A92B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
847,.walmart,"HTTPConnectionPool(host='www.example.walmart', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA5A9A58>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
848,.city,"HTTPConnectionPool(host='www.example.city', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000189CA5B5240>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
